,longitude_tVar,median_house_value_tVar,values
435,47,49,1.0
436,47,407,0.25
437,48,50,0.3333333333333333
438,49,9,0.125
439,49,44,0.25
440,49,51,0.2
441,49,436,0.5
442,49,1008,1.0
443,49,1568,1.0
444,49,1600,1.0
445,50,47,0.3333333333333333
446,50,52,0.07692307692307693
447,50,111,0.5
448,50,169,0.3333333333333333
449,50,232,0.25
450,50,404,0.5
451,50,521,0.5
452,50,644,0.5
453,50,764,0.5
454,50,1013,1.0
455,50,1078,0.5
456,50,1415,1.0
457,50,1551,1.0
458,51,16,0.043478260869565216
459,51,41,0.008
460,51,53,1.0
461,51,241,1.0
462,51,290,0.3333333333333333
463,51,343,0.5
464,51,368,1.0
465,51,735,0.5
466,51,821,0.25
467,51,826,0.3333333333333333
468,51,973,1.0
469,51,1179,1.0
470,51,1204,1.0
471,51,1315,1.0
472,51,1519,1.0
473,51,1557,0.5
474,52,55,0.5
475,52,173,0.5
476,52,180,0.3333333333333333
477,52,193,0.058823529411764705
478,52,570,0.16666666666666666
479,52,683,0.5
480,52,1301,1.0
481,52,1350,0.2
482,53,56,0.3333333333333333
483,53,615,1.0
484,54,58,0.5
485,55,59,1.0
486,55,135,1.0
487,55,278,0.5
488,55,407,0.25
489,55,630,1.0
490,55,773,0.5
491,55,915,0.09090909090909091
492,55,1069,1.0
493,55,1241,1.0
494,55,1466,0.5
495,56,57,0.3333333333333333
496,56,60,0.5
497,56,1060,1.0
498,56,1062,0.16666666666666666
499,56,1211,0.3333333333333333
500,57,41,0.024
501,57,61,1.0
502,57,93,0.125
503,57,109,0.3333333333333333
504,57,279,0.5
505,57,302,0.5
506,57,322,0.3333333333333333
507,57,453,0.3333333333333333
508,57,692,1.0
509,57,776,0.3333333333333333
510,57,985,0.3333333333333333
511,57,1000,0.5
512,57,1149,1.0
513,57,1319,1.0
514,57,1342,1.0
515,57,1438,1.0
516,58,62,1.0
517,58,475,1.0
518,58,1406,1.0
519,59,48,0.16666666666666666
520,59,63,0.5
521,59,422,1.0
522,59,1258,0.5
523,59,1335,1.0
524,59,1735,1.0
525,60,64,1.0
526,60,340,0.047619047619047616
527,60,384,0.5
528,60,535,0.18181818181818182
529,60,706,1.0
530,60,1259,0.5
531,61,65,0.5
532,61,423,0.16666666666666666
533,62,66,0.5
534,62,362,0.25
535,62,1465,1.0
536,63,67,0.3333333333333333
537,63,1034,0.3333333333333333
538,64,51,0.2
539,64,69,1.0
540,64,578,1.0
541,64,693,1.0
542,64,864,1.0
543,64,886,0.25
544,64,983,1.0
545,64,1083,1.0
546,64,1212,0.3333333333333333
547,64,1638,1.0
548,64,1659,0.5
549,64,1746,1.0
550,65,9,0.125
551,65,41,0.008
552,65,68,0.3333333333333333
553,65,93,0.125
554,65,101,0.25
555,65,127,0.25
556,65,167,0.3333333333333333
557,65,247,0.5
558,65,291,1.0
559,65,295,0.3333333333333333
560,65,304,0.125
561,65,383,1.0
562,65,551,0.2
563,65,558,0.25
564,65,588,0.25
565,65,1385,0.5
566,65,1511,0.5
567,65,1698,1.0
568,65,1717,0.5
569,66,71,0.25
570,67,72,0.5
571,67,197,0.2
572,67,1429,1.0
573,68,41,0.008
574,68,73,0.3333333333333333
575,68,193,0.11764705882352941
576,68,290,0.3333333333333333
577,68,325,0.25
578,68,1135,1.0
579,68,1162,0.5
580,68,1534,0.5
581,68,1761,1.0
582,69,41,0.024
583,69,74,1.0
584,69,108,0.25
585,69,338,1.0
586,69,461,0.5
587,69,613,1.0
588,69,639,0.25
589,69,682,1.0
590,69,1007,1.0
591,69,1053,0.5
592,69,1096,0.5
593,69,1229,1.0
594,69,1324,1.0
595,69,1388,1.0
596,69,1394,1.0
597,70,75,1.0
598,70,486,1.0
599,70,513,0.25
600,70,621,0.25
601,71,27,0.07142857142857142
602,71,41,0.016
603,71,56,0.3333333333333333
604,71,76,0.5
605,71,187,0.3333333333333333
606,71,204,0.5
607,71,239,0.3333333333333333
608,71,294,1.0
609,71,689,1.0
610,71,710,1.0
611,71,814,1.0
612,71,977,1.0
613,71,1220,0.5
614,71,1268,1.0
615,71,1436,0.5
616,71,1569,1.0
617,71,1572,1.0
618,71,1773,1.0
619,72,16,0.043478260869565216
620,72,327,1.0
621,72,1542,0.5
622,73,7,0.3333333333333333
623,73,27,0.07142857142857142
624,73,41,0.016
625,73,45,0.25
626,73,139,0.08333333333333333
627,73,212,0.07692307692307693
628,73,227,1.0
629,73,262,0.3333333333333333
630,73,340,0.047619047619047616
631,73,596,0.5
632,73,645,1.0
633,73,914,0.2
634,73,927,0.5
635,73,1122,0.5
636,73,1126,1.0
637,73,1132,1.0
638,73,1316,0.3333333333333333
639,73,1456,1.0
640,73,1467,0.5
641,73,1506,1.0
642,73,1538,1.0
643,73,1596,1.0
644,73,1752,1.0
645,73,1776,1.0
646,74,40,0.09090909090909091
647,74,41,0.016
648,74,77,0.3333333333333333
649,74,193,0.058823529411764705
650,74,256,0.5
651,74,268,1.0
652,74,424,0.3333333333333333
653,74,438,0.3333333333333333
654,74,703,1.0
655,74,717,0.5
656,74,872,1.0
657,74,967,0.5
658,74,1047,0.5
659,74,1120,0.25
660,74,1147,1.0
661,74,1206,1.0
662,75,78,0.3333333333333333
663,75,193,0.058823529411764705
664,75,330,0.3333333333333333
665,75,818,1.0
666,75,976,1.0
667,75,1378,1.0
668,75,1420,1.0
669,75,1432,1.0
670,75,1756,1.0
671,76,79,0.3333333333333333
672,76,176,1.0
673,76,861,1.0
674,77,80,0.2
675,77,1543,1.0
676,78,82,0.5
677,79,41,0.016
678,79,83,0.5
679,79,359,1.0
680,79,1585,1.0
681,80,41,0.008
682,80,84,0.5
683,80,108,0.25
684,80,119,1.0
685,80,207,0.5
686,80,313,0.5
687,80,471,1.0
688,80,483,1.0
689,80,590,1.0
690,80,985,0.3333333333333333
691,80,1282,1.0
692,80,1298,0.3333333333333333
693,80,1322,0.5
694,80,1619,1.0
695,81,9,0.125
696,81,16,0.043478260869565216
697,81,41,0.008
698,81,85,0.25
699,81,130,0.5
700,81,206,1.0
701,81,390,1.0
702,81,554,0.3333333333333333
703,81,623,1.0
704,81,1011,1.0
705,81,1210,0.5
706,81,1308,1.0
707,81,1383,1.0
708,81,1755,1.0
709,82,87,0.5
710,82,626,0.3333333333333333
711,83,80,0.2
712,83,88,0.5
713,83,326,0.5
714,83,591,0.3333333333333333
715,83,778,0.3333333333333333
716,83,1006,0.5
717,83,1664,0.5
718,83,1693,1.0
719,84,89,0.5
720,84,139,0.08333333333333333
721,84,284,0.3333333333333333
722,84,725,0.2
723,85,90,0.14285714285714285
724,86,16,0.043478260869565216
725,86,91,0.5
726,86,146,0.3333333333333333
727,86,252,0.3333333333333333
728,86,412,0.3333333333333333
729,86,1492,1.0
730,86,1695,1.0
731,87,92,0.25
732,88,95,0.5
733,88,96,0.2
734,88,141,0.5
735,88,511,0.2
736,88,638,0.5
737,88,725,0.2
738,88,1431,1.0
739,89,96,0.2
740,89,398,0.3333333333333333
741,89,411,0.5
742,89,413,1.0
743,90,40,0.09090909090909091
744,90,41,0.008
745,90,341,0.5
746,90,755,1.0
747,90,826,0.3333333333333333
748,90,895,1.0
749,90,1019,1.0
750,90,1139,1.0
751,90,1443,1.0
752,90,1657,1.0
753,90,1738,1.0
754,91,52,0.07692307692307693
755,91,80,0.2
756,91,97,1.0
757,91,151,0.3333333333333333
758,91,168,0.5
759,91,229,1.0
760,91,262,0.6666666666666666
761,91,283,0.3333333333333333
762,91,394,1.0
763,91,446,0.25
764,91,493,0.5
765,91,577,0.5
766,91,594,0.07692307692307693
767,91,639,0.25
768,91,711,0.5
769,91,727,0.5
770,91,914,0.2
771,91,1003,0.3333333333333333
772,91,1016,1.0
773,91,1057,1.0
774,91,1310,1.0
775,91,1376,1.0
776,91,1442,1.0
777,91,1529,0.5
778,91,1716,0.5
779,92,98,0.5
780,93,16,0.08695652173913043
781,93,99,0.5
782,93,796,0.3333333333333333
783,94,100,0.3333333333333333
784,94,152,1.0
785,94,305,0.5
786,95,23,0.5
787,95,101,0.25
788,95,115,0.2
789,95,179,0.25
790,95,185,0.5
791,95,195,0.2
792,95,224,0.3333333333333333
793,95,414,1.0
794,95,431,0.3333333333333333
795,95,530,0.3333333333333333
796,95,667,1.0
797,95,749,0.5
798,95,821,0.25
799,95,969,0.3333333333333333
800,95,1352,1.0
801,95,1521,1.0
802,96,27,0.07142857142857142
803,96,41,0.024
804,96,102,1.0
805,96,201,0.5
806,96,325,0.25
807,96,443,0.5
808,96,569,1.0
809,96,587,0.5
810,96,975,1.0
811,96,991,0.25
812,96,1120,0.25
813,96,1131,1.0
814,96,1715,1.0
815,97,52,0.07692307692307693
816,97,103,1.0
817,97,202,0.25
818,97,424,0.3333333333333333
819,97,497,0.2
820,97,885,0.3333333333333333
821,97,963,0.5
822,97,1109,0.5
823,97,1176,1.0
824,97,1218,0.5
825,97,1556,1.0
826,97,1782,1.0
827,98,90,0.14285714285714285
828,98,104,1.0
829,98,249,0.125
830,98,848,1.0
831,99,16,0.043478260869565216
832,99,51,0.2
833,99,84,0.5
834,99,105,1.0
835,99,430,0.5
836,99,530,0.3333333333333333
837,99,678,1.0
838,99,690,0.5
839,99,765,0.5
840,99,921,0.3333333333333333
841,99,1070,1.0
842,99,1537,1.0
843,99,1610,0.5
844,100,9,0.125
845,101,107,1.0
846,102,7,0.3333333333333333
847,102,108,0.25
848,102,940,1.0
849,103,41,0.008
850,103,96,0.2
851,103,134,0.1111111111111111
852,103,280,0.5
853,103,473,1.0
854,103,1716,0.5
855,104,41,0.016
856,104,121,0.2
857,104,147,0.3333333333333333
858,104,212,0.07692307692307693
859,104,432,0.3333333333333333
860,104,441,1.0
861,104,513,0.25
862,104,545,1.0
863,104,739,0.5
864,104,1085,1.0
865,104,1589,1.0
866,105,27,0.07142857142857142
867,105,110,1.0
868,105,238,1.0
869,105,340,0.047619047619047616
870,105,809,0.25
871,105,866,0.3333333333333333
872,105,1175,0.5
873,105,1689,1.0
874,105,1753,1.0
875,106,41,0.008
876,106,111,0.5
877,106,237,0.5
878,107,67,0.3333333333333333
879,107,112,0.5
880,107,161,0.25
881,107,175,0.3333333333333333
882,107,244,0.5
883,107,352,1.0
884,107,355,0.5
885,107,393,0.5
886,107,396,0.5
887,107,482,0.5
888,107,511,0.2
889,107,565,1.0
890,107,657,1.0
891,107,751,1.0
892,107,781,0.5
893,107,797,0.3333333333333333
894,107,845,0.5
895,107,863,0.3333333333333333
896,107,969,0.6666666666666666
897,107,982,1.0
898,107,1073,0.5
899,107,1273,1.0
900,107,1451,1.0
901,107,1478,1.0
902,107,1550,0.5
903,108,41,0.008
904,108,113,1.0
905,108,933,1.0
906,108,1283,1.0
907,108,1318,1.0
908,108,1516,0.5
909,109,15,0.2
910,109,16,0.13043478260869565
911,109,115,0.2
912,109,134,0.2222222222222222
913,109,195,0.2
914,109,342,1.0
915,109,458,1.0
916,109,870,1.0
917,109,981,0.5
918,109,1177,1.0
919,109,1194,0.5
920,109,1199,1.0
921,109,1533,1.0
922,109,1563,1.0
923,109,1579,0.5
924,110,116,1.0
925,110,350,0.5
926,110,1321,1.0
927,111,25,0.14285714285714285
928,111,41,0.008
929,111,117,1.0
930,111,417,1.0
931,111,509,0.3333333333333333
932,111,857,0.5
933,111,1027,1.0
934,111,1111,1.0
935,111,1332,1.0
936,111,1781,1.0
937,112,118,0.5
938,112,145,0.3333333333333333
939,112,147,0.3333333333333333
940,112,170,0.3333333333333333
941,112,304,0.125
942,112,549,0.3333333333333333
943,112,809,0.25
944,112,952,1.0
945,112,1439,0.5
946,113,51,0.2
947,113,121,0.2
948,113,156,0.5
949,113,202,0.25
950,113,212,0.07692307692307693
951,113,331,0.3333333333333333
952,113,419,0.5
953,113,477,0.3333333333333333
954,113,515,0.3333333333333333
955,113,535,0.09090909090909091
956,113,540,1.0
957,113,547,1.0
958,113,839,0.5
959,113,867,0.5
960,113,1023,0.5
961,113,1056,1.0
962,113,1110,1.0
963,113,1112,1.0
964,113,1117,0.5
965,113,1355,1.0
966,113,1496,0.3333333333333333
967,113,1774,1.0
968,113,1783,1.0
969,114,122,0.3333333333333333
970,114,284,0.3333333333333333
971,114,1775,1.0
972,115,41,0.008
973,115,67,0.3333333333333333
974,115,1003,0.3333333333333333
975,115,1350,0.2
976,116,27,0.07142857142857142
977,116,41,0.024
978,116,46,0.3333333333333333
979,116,140,0.5
980,116,319,1.0
981,116,429,0.5
982,116,491,1.0
983,116,1061,0.5
984,116,1369,1.0
985,116,1421,1.0
986,116,1471,0.3333333333333333
987,116,1562,1.0
988,117,12,0.5
989,117,124,1.0
990,117,139,0.08333333333333333
991,117,204,0.5
992,117,220,0.3333333333333333
993,117,232,0.25
994,117,253,0.5
995,117,276,0.2
996,117,449,1.0
997,117,858,1.0
998,117,1020,1.0
999,117,1171,1.0
1000,117,1262,1.0
1001,117,1358,1.0
1002,117,1370,1.0
1003,117,1439,0.5
1004,117,1477,1.0
1005,118,65,0.5
1006,118,125,0.5
1007,118,588,0.25
1008,118,941,0.5
1009,118,1005,0.5
1010,118,1326,0.5
1011,118,1458,1.0
1012,118,1615,1.0
1013,119,27,0.07142857142857142
1014,119,41,0.008
1015,119,126,0.3333333333333333
1016,119,193,0.058823529411764705
1017,119,300,0.5
1018,119,322,0.3333333333333333
1019,119,656,1.0
1020,119,662,1.0
1021,119,904,0.5
1022,119,910,1.0
1023,119,957,1.0
1024,119,1001,1.0
1025,119,1049,0.5
1026,119,1075,0.5
1027,119,1447,1.0
1028,119,1699,1.0
1029,120,127,0.25
1030,120,160,0.3333333333333333
1031,120,393,0.5
1032,120,410,0.5
1033,120,880,0.5
1034,120,988,1.0
1035,120,1100,1.0
1036,120,1289,0.5
1037,120,1482,1.0
1038,121,128,1.0
1039,121,1677,1.0
1040,122,16,0.043478260869565216
1041,122,129,0.5
1042,122,286,0.3333333333333333
1043,122,856,0.5
1044,122,998,0.2
1045,122,1062,0.16666666666666666
1046,122,1493,1.0
1047,123,131,1.0
1048,123,212,0.07692307692307693
1049,123,242,1.0
1050,123,356,0.5
1051,123,526,0.3333333333333333
1052,123,738,1.0
1053,123,758,1.0
1054,123,782,1.0
1055,123,809,0.25
1056,123,923,1.0
1057,123,1009,1.0
1058,123,1021,1.0
1059,123,1729,1.0
1060,123,1754,1.0
1061,124,41,0.008
1062,124,132,1.0
1063,124,415,1.0
1064,124,523,0.2
1065,124,1187,0.5
1066,124,1510,0.5
1067,124,1759,1.0
1068,125,16,0.043478260869565216
1069,125,71,0.25
1070,125,193,0.058823529411764705
1071,125,386,1.0
1072,125,477,0.3333333333333333
1073,125,620,1.0
1074,125,947,0.5
1075,125,1108,1.0
1076,126,133,0.5
1077,126,191,1.0
1078,126,860,0.5
1079,126,907,0.5
1080,127,115,0.2
1081,127,134,0.1111111111111111
1082,127,224,0.3333333333333333
1083,127,309,0.3333333333333333
1084,127,340,0.047619047619047616
1085,127,396,0.5
1086,127,543,1.0
1087,127,570,0.16666666666666666
1088,127,808,0.5
1089,127,915,0.09090909090909091
1090,127,1109,0.5
1091,128,41,0.008
1092,128,136,1.0
1093,128,304,0.125
1094,128,348,0.5
1095,128,469,0.5
1096,128,639,0.25
1097,128,726,0.5
1098,128,732,0.5
1099,128,956,0.5
1100,128,1041,1.0
1101,128,1272,0.5
1102,128,1606,1.0
1103,129,41,0.016
1104,129,63,0.5
1105,129,76,0.5
1106,129,137,0.2
1107,129,205,0.25
1108,129,207,0.5
1109,129,246,1.0
1110,129,312,0.5
1111,129,377,1.0
1112,129,444,0.5
1113,129,670,1.0
1114,129,686,1.0
1115,129,835,0.14285714285714285
1116,129,838,0.5
1117,129,915,0.09090909090909091
1118,129,1140,1.0
1119,129,1239,1.0
1120,129,1304,1.0
1121,129,1452,1.0
1122,130,41,0.016
1123,130,81,0.5
1124,130,138,1.0
1125,130,218,1.0
1126,130,370,1.0
1127,130,628,0.5
1128,130,816,1.0
1129,130,1269,0.5
1130,130,1359,1.0
1131,130,1520,1.0
1132,131,30,0.5
1133,131,121,0.2
1134,131,296,0.5
1135,131,462,0.3333333333333333
1136,131,542,1.0
1137,131,936,1.0
1138,131,1046,0.5
1139,131,1253,1.0
1140,131,1632,1.0
1141,132,141,0.5
1142,132,249,0.125
1143,132,297,0.5
1144,132,712,1.0
1145,132,958,1.0
1146,132,965,0.5
1147,132,1576,1.0
1148,133,142,1.0
1149,133,340,0.047619047619047616
1150,133,466,0.5
1151,133,685,1.0
1152,133,948,1.0
1153,133,1347,1.0
1154,134,83,0.5
1155,134,143,0.2
1156,134,406,1.0
1157,134,468,0.3333333333333333
1158,134,896,0.5
1159,134,925,0.3333333333333333
1160,134,992,0.5
1161,134,1211,0.3333333333333333
1162,135,41,0.008
1163,135,504,1.0
1164,135,632,1.0
1165,135,1035,1.0
1166,135,1077,0.3333333333333333
1167,135,1393,1.0
1168,136,55,0.5
1169,136,144,0.3333333333333333
1170,136,1240,1.0
1171,136,1269,0.5
1172,136,1417,0.5
1173,137,148,1.0
1174,137,1480,1.0
1175,137,1683,1.0
1176,138,149,0.5
1177,138,897,0.5
1178,138,1138,0.5
1179,139,150,0.2
1180,139,389,0.3333333333333333
1181,139,1705,0.5
1182,140,40,0.09090909090909091
1183,140,99,0.5
1184,140,143,0.2
1185,140,151,0.3333333333333333
1186,140,193,0.058823529411764705
1187,140,196,1.0
1188,140,210,0.5
1189,140,267,1.0
1190,140,272,1.0
1191,140,324,0.25
1192,140,379,0.3333333333333333
1193,140,410,0.5
1194,140,429,0.5
1195,140,582,0.25
1196,140,639,0.25
1197,140,661,1.0
1198,140,902,0.25
1199,140,998,0.2
1200,140,1222,0.3333333333333333
1201,140,1287,1.0
1202,140,1417,0.5
1203,140,1549,1.0
1204,140,1630,1.0
1205,140,1640,1.0
1206,140,1741,1.0
1207,141,154,0.5
1208,141,307,1.0
1209,142,157,1.0
